title,author,condition,price
On Murder Considered as One of the Fine Arts,by Thomas De Quincey,Very Good,£3.49
The Dead Secret,by Wilkie Collins,Very Good,£4.80
Lady Audley's Secret,by Mary Elizabeth Braddon,Very Good,£4.40
Persuasion,by Jane Austen,Like New,£9.30
Medea,by Euripides,Well Read,£4.30
The Citadel,by A. J. Cronin,Very Good,£6.90
Mary Anne,by Daphne Du Maurier,Very Good,£3.50
The Fortune of the Rougons,by Emile Zola,Like New,£7.80
Olivia,by Dorothy Strachey,Very Good,£11.30
Night Train to the Stars,by Kenji Miyazawa,Very Good,£7.90
The Emperor's Tomb,by Joseph Roth,Very Good,£8.99
Pride and Predjudice,by Jane Austen,Very Good,£17.00
Deep Water,by Patricia Highsmith,Like New,£5.40
The Way We Live Now,by Anthony Trollope,Very Good,£3.50
Lewis Carroll's Alice's Adventures in Wonderland: With Artwork by Yayoi Kusama,by Lewis Carroll,Very Good,£20.00
The Phantom of the Opera,by Gaston Leroux,Very Good,£6.30
The Prime of Miss Jean Brodie,by Muriel Spark,Very Good,£10.00
The Prophet,by Kahlil Gibran,Very Good,£5.80
The Portrait of a Lady,by Henry James,Well Read,£4.10
The Great Gatsby,by F. Scott Fitzgerald,Very Good,£3.50
The Prime of Miss Jean Brodie,by Muriel Spark,Like New,£4.50
Devils,by Fyodor Dostoevsky,Very Good,£3.99
Joseph Andrews and Shamela,by Henry Fielding,Very Good,£3.90
The Masterpiece,by Emile Zola,Very Good,£7.00
The Man Who Watched the Trains Go By,by Georges Simenon,Good,£6.80
The Original Folk and Fairy Tales of the Brothers Grimm,by Jacob Grimm,Very Good,£8.90
Lark Rise to Candleford,by Flora Thompson,Very Good,£3.70
Gone with the Wind,by Margaret Mitchell,Very Good,£10.00
"Billy Budd, Bartleby, and Other Stories",by Herman Melville,Very Good,£5.80
The Last of the Wine,by Mary Renault,Very Good,£6.90
Tender is the Night,by F. Scott Fitzgerald,Like New,£3.49
Little Women,by Louisa May Alcott,Very Good,£3.49
Of Mice and Men,by Mr John Steinbeck,Good,£9.90
The Phantom of the Opera,by Gaston Leroux,Very Good,£7.99
Sunset Song,by Lewis Grassic Gibbon,Very Good,£12.00
The Ladies' Paradise,by Emile Zola,Very Good,£4.80
Moby Dick,by Herman Melville,Very Good,£8.99
The Old Curiosity Shop,by Charles Dickens,Very Good,£3.50
Mary Barton,by Elizabeth Gaskell,Very Good,£3.70
Agatha Christie's Hercule Poirot,by Anne Hart,Very Good,£7.90
Wuthering Heights,by Emily Bronte,Very Good,£3.49
Notes From Underground,by Fyodor Dostoevsky,Very Good,£4.80
The Adventures of Tom Sawyer,by Mark Twain,Very Good,£4.50
Romeo And Juliet,by William Shakespeare,Very Good,£7.40
Strange Tales from a Chinese Studio,by Pu Songling,Very Good,£12.00
Alice's Adventures in Wonderland and Through the Looking-Glass,by Lewis Carroll,Very Good,£7.90
The Heptameron,by Marguerite De Navarre,Very Good,£9.50
The Scarlet Letter,by Nathaniel Hawthorne,Very Good,£6.30
The Hunchback of Notre-Dame,by Victor Hugo,Very Good,£3.50
The Years (Vintage Classics Woolf Series),by Virginia Woolf,Very Good,£6.30
The Collected Works of Kahlil Gibran,by Kahlil Gibran,Like New,£15.70
The Bonfire of the Vanities,by Tom Wolfe,Very Good,£4.30
Vanity Fair,by William Makepeace Thackeray,Very Good,£3.80
"The Call of the Wild, White Fang, and Other Stories",by Jack London,Very Good,£4.30
Sleepy Hollow and Other Stories,by Washington Irving,Very Good,£9.99
The Warden,by Anthony Trollope,Very Good,£3.50
Rob Roy,by Sir Walter Scott,Like New,£3.50
Love and Freindship,by Jane Austen,Like New,£9.70
"The Canterville Ghost, The Happy Prince and Other Stories",by Oscar Wilde,Very Good,£3.49
And Quiet Flows the Don,by Mikhail Aleksandrovich Sholokhov,Very Good,£8.40
Mapp and Lucia,by E F Benson,Very Good,£4.50
Invisible,by Paul Auster,Very Good,£3.50
Appointment in Samarra,by John O'Hara,Very Good,£7.40
The Master and Margarita: New Translation,by Mikhail Bulgakov,Very Good,£6.30
Dangerous Liaisons,by Choderlos de Laclos,Very Good,£5.30
Selected Tales,by Edgar Allan Poe,Very Good,£7.99
Love On The Dole,by Walter Greenwood,Very Good,£3.70
Address Unknown,by Kathrine Kressmann Taylor,Very Good,£5.30
Dubliners,by James Joyce,Very Good,£3.49
I Capture the Castle,by Dodie Smith,Very Good,£10.99
The Kill,by Emile Zola,Very Good,£6.90
The Sorrows of Young Werther,by Johann Wolfgang von Goethe,Like New,£7.99
Oroonoko and Other Writings,by Aphra Behn,Very Good,£3.70
The White Guard,by Mikhail Bulgakov,New,£8.49
"Notes from the Underground, and The Gambler",by Fyodor Dostoevsky,Very Good,£5.50
Framley Parsonage,by Anthony Trollope,Very Good,£3.90
Washington Square,by Henry James,Very Good,£4.80
I Would Prefer Not To,by Herman Melville,Very Good,£6.70
The Mating Season,by P. G. Wodehouse,Very Good,£3.50
Selected Stories,by E.M. Forster,Very Good,£4.30
Kidnapped,by Robert Louis Stevenson,Very Good,£7.00
"Treasury of Best-loved Fairy Tales, A",by Various s,Like New,£10.50
Summer in Baden-Baden (Faber Editions),by Leonid Tsypkin,Like New,£9.30
Barchester Towers,by Anthony Trollope,Very Good,£3.60
Nana,by Emile Zola,Like New,£3.50
Dombey and Son,by Charles Dickens,Very Good,£3.50
Deep Water,by Patricia Highsmith,Like New,£9.99
Liars in Love,by Richard Yates,Very Good,£5.80
Metamorphosis and Other Stories,by Franz Kafka,New,£7.79
Shirley,by Charlotte Bronte,Very Good,£3.99
The Invisible Man,by H. G. Wells,Like New,£5.00
The Strange Case of Dr Jekyll and Mr Hyde,by Robert Louis Stevenson,Very Good,£3.49
The Overcoat and Other Short Stories,by Nikolai Gogol,Very Good,£4.00
The Adventures of Tom Sawyer,by Mark Twain,Very Good,£3.70
Wuthering Heights (Vintage Classics Bronte Series),by Emily Bronte,Very Good,£4.50
The Ebony Tower,by John Fowles,Very Good,£3.60
Elective Affinities,by Johann Wolfgang von Goethe,Very Good,£4.00
Mansfield Park,by Jane Austen,New,£8.29
Aunts Aren't Gentlemen,by P.G. Wodehouse,Very Good,£3.60
The Aspern Papers and Other Tales,by Henry James,Like New,£8.80
Why Do You Wear a Cheap Watch?,by Hans Fallada,Like New,£3.49
Sleepily Ever After,by Zachary Seager,Like New,£10.99
Love for Lydia,by H.E Bates,Very Good,£7.90
The Virgin and the Gypsy,by D H Lawrence,Very Good,£4.60
Victory,by Joseph Conrad,Very Good,£8.99
I Served The King Of England,by Bohumil Hrabal,Very Good,£4.20
A Study in Scarlet & The Sign of the Four (Collector's Edition),by Sir Arthur Conan Doyle,Very Good,£8.99
Around the World in Eighty Days,by Jules Verne,Like New,£4.50
Arabian Nights' Entertainments,"by Robert L. Mack (Assistant Professor of English, Assistant Professor of English, Vanderbilt University, Nashville, Tennessee)",Like New,£13.60
The Portrait of a Lady,by Henry James,Very Good,£3.50
Northanger Abbey,by Jane Austen,Very Good,£4.70
The Betrothed,by Alessandro Manzoni,Very Good,£5.40
The Vigilante,by Mr John Steinbeck,Very Good,£3.49
Edgar Allan Poe,by Edgar Allan Poe,Very Good,£17.00
Mistletoe Malice,"by Kathleen Farrell, DNSc, APRN, ACNP, CCNS, CCRN",Very Good,£3.50
Great Japanese Stories,by Jay Rubin,Very Good,£10.00
The Age of Innocence,by Edith Wharton,Very Good,£8.40
The Antiquary,by Walter Scott,Like New,£8.30
The Castle,by Franz Kafka,Very Good,£8.99
Tess of the d'Urbervilles,by Thomas Hardy,Very Good,£5.30
Silas Marner,by George Eliot,Very Good,£4.80
Of Mice and Men,by Mr John Steinbeck,Very Good,£7.40
His Excellency Eugene Rougon,by Emile Zola,Very Good,£9.00
Tom Brown's Schooldays,by Thomas Hughes,Very Good,£4.80
Joy in the Morning,by P.G. Wodehouse,Very Good,£4.30
Sense and Sensibility,by Jane Austen,New,£5.79
Adam Bede,by George Eliot,Very Good,£3.90
After Midnight,by Irmgard Keun,Very Good,£8.99
Resurrection,by Leo Tolstoy,Very Good,£4.80
The Tenth Man,by Graham Greene,Very Good,£3.50
Alice's Adventures in Wonderland,by Lewis Carroll,Very Good,£19.00
Mansfield Park,by Jane Austen,Like New,£3.50
She,by H. Rider Haggard,Very Good,£3.49
Scaramouche,by Rafael Sabatini,Very Good,£4.30
More Far Eastern Tales,by W. Somerset Maugham,Very Good,£12.99
Cranford,by Elizabeth Gaskell,Very Good,£5.30
Dubliners,by James Joyce,Very Good,£3.49
Nicholas Nickleby,by Charles Dickens,Very Good,£5.30
The Lifted Veil,by George Eliot,Very Good,£3.49
Kokoro,by Natsume Soseki,Very Good,£7.90
Zeno's Conscience,by Italo Svevo,Very Good,£7.90
The Gorse Trilogy,by Patrick Hamilton,Very Good,£7.90
The Garden Party,by Katherine Mansfield,Very Good,£4.30
Treasure Island,by Robert Louis Stevenson,Very Good,£4.80
The White Company (100th Anniversary Edition),by Sir Arthur Conan Doyle,Very Good,£10.40
The Loss of the Ship Essex Sunk By a Whale,by Owen Chase,Very Good,£6.30
Emma,by Jane Austen,Good,£3.80
The Lost World,by Arthur Conan Doyle,Very Good,£4.80
The Masque of the Red Death,by Edgar Allan Poe,Like New,£9.99
Earth,by Emile Zola,Very Good,£7.40
Rule Britannia,by Daphne Du Maurier,Very Good,£3.50
Twenty Thousand Leagues Under the Sea,by Jules Verne,Very Good,£10.00
Nightmare Abbey; Crotchet Castle,by Thomas Love Peacock,Good,£3.49
The Curious Case of Benjamin Button,by F Scott Fitzgerald,Very Good,£3.50
Blind Owl,by Sadeq Hedayat,Very Good,£12.00
Pride and Prejudice (Deluxe Edition),by Jane Austen,New,£22.59
Finnegans Wake,by James Joyce,Very Good,£7.60
The Scarlet Letter,by Nathaniel Hawthorne,Very Good,£3.50
Villette,by Charlotte Bronte,Like New,£19.90
Bel-ami,by Guy Maupassant,Very Good,£3.60
The Tenant of Wildfell Hall,by Anne Bronte,Very Good,£6.30
Loitering With Intent,by Muriel Spark,Very Good,£3.60
The Last Chronicle of Barset,by Anthony Trollope,Very Good,£12.00
El Borak and Other Desert Adventures,by Robert E. Howard,Very Good,£14.10
The Adventures of Huckleberry Finn,by Mark Twain,Very Good,£3.99
The End,by Samuel Beckett,Very Good,£3.49
Lady Susan,by Jane Austen,Very Good,£9.99
The Snow Was Dirty,by Georges Simenon,New,£7.79
The History of England,by Jane Austen,Very Good,£5.00
Oroonoko,by Aphra Behn,Very Good,£5.99
The Pickwick Papers,by Charles Dickens,Like New,£4.60
Nothing Serious,by P.G. Wodehouse,Very Good,£10.00
"The History of Rasselas, Prince of Abissinia",by Samuel Johnson,Very Good,£4.30
The Convenient Marriage,by Georgette Heyer,Very Good,£7.00
Gargantua and Pantagruel,by Francois Rabelais,Like New,£12.60
Eugene Onegin,by Alexander Pushkin,Very Good,£6.90
The Pearl,by John Steinbeck,Very Good,£8.60
Jane Eyre,by Charlotte Bronte,Very Good,£11.99
The Magician of Lublin,by Isaac Bashevis Singer,Very Good,£10.99
Rebecca,by Daphne Du Maurier,Very Good,£4.50
The Moonstone,by Wilkie Collins,Very Good,£3.80
Wuthering Heights,by Emily Bronte,Very Good,£10.00
The Island of Doctor Moreau,by H.G. Wells,Like New,£7.99
Leave it to Psmith,by P.G. Wodehouse,Very Good,£3.50
New Grub Street,by George Gissing,Very Good,£4.90
The People Opposite,by Georges Simenon,Very Good,£6.30
Mr Finchley Discovers His England,by Victor Canning,Very Good,£6.30
Mr Ma and Son,by Lao She,Very Good,£9.99
Maigret,by Georges Simenon,Very Good,£8.99
The Waves,by Virginia Woolf,Very Good,£4.70
The Age of Innocence,by Edith Wharton,Like New,£6.20
The Well-Beloved with The Pursuit of the Well-Beloved,by Thomas Hardy,Very Good,£3.50
Oeuvres & Themes,by Dominique Fouquet,Like New,£3.49
The Peasants,by Wladyslaw Reymont,Very Good,£11.00
The King Must Die,by Mary Renault,Like New,£8.20
Novelas Ejemplares 1,by Miguel de Cervantes,Very Good,£4.80
A Journal of the Plague Year,by Daniel Defoe,Very Good,£4.80
Great Expectations,by Charles Dickens,Very Good,£4.80
La plaza del Diamante,by Merce Rodoreda,Very Good,£4.60
Stories for Christmas and the Festive Season,by Simon Thomas (ed.),Very Good,£4.30
The Inimitable Jeeves,by P.G. Wodehouse,Very Good,£3.50
Tales of Soldiers and Civilians,by Ambrose Bierce,Very Good,£4.20
The Private Memoirs & Confessions of a Justified Sinner,by James Hogg,Very Good,£3.49
Vathek,by William Beckford,Like New,£6.10
Japanese Ghost Stories,by Lafcadio Hearn,New,£8.49
The Weather In The Streets,by Rosamond Lehmann,Very Good,£4.20
The Book of Illusions,by Paul Auster,Very Good,£9.99
The War of the Worlds,by H. G. Wells,Very Good,£3.50
Uncle Dynamite,by P.G. Wodehouse,Very Good,£4.40
Camilla,by Fanny Burney,Very Good,£11.00
The Third Man and Other Stories,by Graham Greene,Very Good,£9.00
Eleven Kinds of Loneliness,by Richard Yates,Very Good,£4.80
Great Expectations,by Charles Dickens,Very Good,£3.80
"The Yellow Wall-Paper, Herland, and Selected Writings",by Charlotte Perkins Gilman,Very Good,£9.99
A Harlot High and Low,by Honore de Balzac,Very Good,£4.00
The Confusions of Young Toerless,by Robert Musil,Very Good,£5.80
Mansfield Park (Vintage Classics Austen Series),by Jane Austen,Very Good,£5.30
A Glove Shop in Vienna and Other Stories,by Eva Ibbotson,Very Good,£4.70
Nineteen Eighty-Four,by George Orwell,Very Good,£10.99
A Nervous Breakdown,by Anton Chekhov,Very Good,£3.49
David Copperfield,by Charles Dickens,Very Good,£3.99
The Enchanted April,by Elizabeth von Arnim,Very Good,£4.60
The Old Man of the Moon,by Shen Fu,Very Good,£3.49
Summer,by Edith Wharton,Very Good,£4.80
Crime And Punishment,by Fyodor Dostoevsky,Very Good,£5.80
Around the World in Eighty Days,by Jules Verne,Very Good,£11.00
Alice's Adventures in Wonderland,by Lewis Carroll,Very Good,£3.49
Sense and Sensibility,by Jane Austen,Very Good,£3.50
Black Beauty,by Anna Sewell,Very Good,£4.80
The Origin of Species,by Charles Darwin,Very Good,£3.50
Gone with the Wind,by Margaret Mitchell,Very Good,£7.99
The Edwardians,by Vita Sackville-West,Like New,£5.40
Moll Flanders,by Daniel Defoe,Very Good,£3.49
The Custom of the Country,by Edith Wharton,Very Good,£6.90
Sense and Sensibility,by Jane Austen,Very Good,£8.20
Flush,by Virginia Woolf,Very Good,£3.49
Best Short Stories,by W Somerset Maugham,Very Good,£10.50
Animal Farm,by George Orwell,Very Good,£7.40
The Complete Fairy Tales,by Charles Perrault,Very Good,£9.99
Treasure Island,by Robert Louis Stevenson,Very Good,£3.50
Madonna in a Fur Coat,by Sabahattin Ali,Like New,£9.99
Great Expectations,by Charles Dickens,Good,£5.00
Barnaby Rudge,by Charles Dickens,Very Good,£3.90
The Master and Margarita,by Mikhail Bulgakov,Very Good,£5.30
The Code of the Woosters,by P.G. Wodehouse,Very Good,£4.80
White Nights and Other Short Stories,by Fyodor Dostoevsky,Like New,£11.50
Iliad & Odyssey,by Homer,Very Good,£17.00
A Handful of Dust,by Evelyn Waugh,Very Good,£7.60
The Mayor of Casterbridge,by Thomas Hardy,Very Good,£3.70
Best Short Stories,by Guy de Maupassant,Very Good,£4.70
The Museum of Innocence,by Orhan Pamuk,Very Good,£3.70
The Trial,by Franz Kafka,New,£7.79
The Awakening and Selected Stories,by Kate Chopin,Very Good,£3.99
Villette,by Charlotte Bronte,Very Good,£3.99
The Penguin Book of the British Short Story: 1,by Philip Hensher,Very Good,£6.90
A Little Princess,by Frances Hodgson Burnett,Very Good,£3.49
Matilda,by Mary Shelley,Very Good,£3.49
Trouble in the Valleys,by Francesca Capaldi,Very Good,£3.50
Middlemarch,by George Eliot,Well Read,£7.10
The Age of Innocence,by Edith Wharton,Very Good,£7.40
The Good Soldier,by Ford Madox Ford,Very Good,£3.50
The Beautiful and Damned,by F. Scott Fitzgerald,Very Good,£3.49
Something Fishy,by P.G. Wodehouse,Very Good,£10.00
Jane Eyre,by Charlotte Bronte,Like New,£12.60
Castle Dor,by Daphne Du Maurier,Like New,£3.70
How Much Land Does A Man Need?,by Leo Tolstoy,Like New,£3.49
In One Person,by John Irving,Like New,£3.60
"Wieland; or The Transformation, and Memoirs of Carwin, The Biloquist",by Charles Brockden Brown,Very Good,£5.30
For Two Thousand Years,by Mihail Sebastian,Very Good,£3.70
Roughing it,by Mark Twain,Very Good,£8.90
The World My Wilderness,by Rose Macaulay,Very Good,£9.99
Moby Dick,by Herman Melville,Very Good,£5.80
Kidnapped,by R.L Stevenson,Very Good,£3.50
The Flanders Road,by Claude Simon,Very Good,£8.99
Wuthering Heights,by Emily Bronte,Very Good,£4.80
The Prime Minister,by Anthony Trollope,Very Good,£8.50
The Red Badge of Courage and Other Stories,by Stephen Crane,Very Good,£4.80
Manon Lescaut,by Abbe Prevost,Very Good,£5.50
The Pearl,by Mr John Steinbeck,Very Good,£4.20
Cranford,by Elizabeth Gaskell,Very Good,£14.00
Une vie de Boy,by Ferdinand Oyono,Very Good,£3.49
Christmas at High Rising,by Angela Thirkell,Very Good,£3.90
The Kreutzer Sonata and Other Stories,by Leo Tolstoy,Very Good,£9.99
Jane Eyre,by Charlotte Bronte,Very Good,£4.00
Daniel Deronda,by George Eliot,Very Good,£5.80
A Glove Shop in Vienna and Other Stories,by Eva Ibbotson,Very Good,£10.00
The Shutter of Snow (Faber Editions),by Emily Holmes Coleman,Very Good,£9.99
Parties,by F. Scott Fitzgerald,Very Good,£3.70
The Master and Margarita,by Mikhail Bulgakov,Very Good,£9.00
The Annotated Northanger Abbey,by Jane Austen,Very Good,£10.00
The Egoist,by George Meredith,Well Read,£3.49
Anne's House of Dreams,by L. M. Montgomery,Very Good,£4.80
The Book of Dede Korkut,by Geoffrey Lewis,Very Good,£7.90
Miss Marley,by Vanessa Lafaye,Very Good,£3.50
Wild Places,by Katherine Mansfield,Very Good,£12.00
Vanity Fair,by William Makepeace Thackeray,Very Good,£5.30
The Red and the Green,by Iris Murdoch,Very Good,£5.80
A Word Child,by Iris Murdoch,Very Good,£5.30
Exemplary Stories,by Miguel de Cervantes Saavedra,Very Good,£6.60
Three Gothic Novels,by Horace Walpole,Very Good,£3.50
The Strange Case of Dr. Jekyll and Mr. Hyde,by Robert Louis Stevenson,Very Good,£3.49
Ward Number Six and Other Stories,by Anton Chekhov,Very Good,£3.60
Selected Short Fiction,by Charles Dickens,Very Good,£4.80
"Arsene Lupin, Gentleman-Burglar (Warbler Classics)",by Maurice LeBlanc,Very Good,£8.00
Anagrams,by Lorrie Moore,Very Good,£7.90
No Country for Love,by Yaroslav Trofimov,Very Good,£11.00
Smoke: New Translation,by Ivan Turgenev,Like New,£8.99
The Time Of The Angels,by Iris Murdoch,Good,£4.60
Vanity Fair,by William Makepeace Thackeray,Like New,£5.60
The Atheist's Mass,by Honore de Balzac,Very Good,£3.49
Phineas Redux,by Anthony Trollope,Very Good,£6.30
Moby Dick,by Herman Melville,Very Good,£3.90
South Sea Tales,by Robert Louis Stevenson,Very Good,£3.50
The Alteration,by Kingsley Amis,Very Good,£4.00
Memoirs from the House of the Dead,by Fyodor Dostoevsky,Very Good,£6.90
Death Comes for the Archbishop,by Willa Cather,Very Good,£7.40
Hard Times,by Charles Dickens,Very Good,£11.99
The Man in the Iron Mask,by Alexandre Dumas,Very Good,£3.90
Adam Bede,by George Eliot,Very Good,£5.30
Eugenie Grandet,by Honore de Balzac,Very Good,£3.60
The Diary of a Nobody,by George Grossmith,Very Good,£3.70
Classic Love Stories,by Becky Brown,Very Good,£7.10
Lady Into Fox,by David Garnett,Very Good,£6.00
Sunset At Blandings,by P.G. Wodehouse,Very Good,£10.00
The Sea-Wolf,by Jack London,Very Good,£3.49
Stand Up Virgin Soldiers,by Leslie Thomas,Very Good,£11.50
La petite bibliotheque de Barbapapa,by Talus Taylor,Very Good,£4.20
The Pickwick Papers,by Charles Dickens,Very Good,£8.50
Kew Gardens,by Virginia Woolf,Very Good,£8.00
Of Mice and Men,by Mr John Steinbeck,Very Good,£4.80
The White Guard: New Translation,by Mikhail Bulgakov,Like New,£6.10
"Psmith, Journalist",by P.G. Wodehouse,Very Good,£11.00
Gooseberries,by Anton Chekhov,Very Good,£3.49
